latitude,longitude,city,region,country,continent
65.11585143,-13.82592604,Neskaupstaður,Eastern Region,Iceland,Europe
8.078967328,6.79547063,Kogi,Kogi,Nigeria,Africa
-6.955058084,-42.69579652,Nazaré do Piauí,Piauí,Brazil,South America
-12.72494203,-52.18993095,Querência,Mato Grosso,Brazil,South America
7.845647815,10.9472619,Bali,Taraba,Nigeria,Africa
57.34160609,102.118469,Эдучанка,Irkutsk,Russia,Asia
50.22509706,-5.044539267,Truro,England,United Kingdom,Europe
-37.43849634,139.9751933,Beachport,South Australia,Australia,Oceania
-29.93581363,-54.35233231,Cacequi,Rio Grande do Sul,Brazil,South America
50.39428558,33.32124648,,,Ukraine,Europe
-18.36090185,-46.93359202,Patos de Minas,Minas Gerais,Brazil,South America
-25.40446644,-52.99862175,Quedas do Iguaçu,Paraná,Brazil,South America
-8.668352585,-69.63768628,Feijó,Acre,Brazil,South America
14.25167321,-5.982243908,Niono-Socoura,Ségou,Mali,Africa
-0.194379246,34.34397296,Asembo,Siaya,Kenya,Africa
-29.98561173,-58.41490537,Curuzú Cuatiá,Corrientes,Argentina,South America
-36.08498034,144.6230173,Wharparilla,Victoria,Australia,Oceania
-10.54572939,-76.77357855,Oyon,Lima,Peru,South America
3.29327499,38.37365811,Turbi,Marsabit,Kenya,Africa
-8.142069812,-70.28875118,Feijó,Acre,Brazil,South America
-12.26731421,-60.94243501,Chupinguaia,Rondônia,Brazil,South America
-17.6666472,-70.82989792,Locumba,Tacna,Peru,South America
40.64922785,32.2420282,Gerede,Bolu,Türkiye,Asia
-24.57197738,-69.7953016,Antofagasta,Antofagasta,Chile,South America
39.73171165,29.90310475,Bozüyük,Bilecik,Türkiye,Asia
-24.82364855,29.17144341,Mookgopong Munic NU,Limpopo,South Africa,Africa
-31.78172564,148.768459,Breelong,New South Wales,Australia,Oceania
26.70953005,82.80912001,Basti,Uttar Pradesh,India,Asia
-34.64899768,144.2249875,Maude,New South Wales,Australia,Oceania
-30.25806395,-61.87465048,Villa Trinidad,Santa Fe,Argentina,South America
-33.48951911,150.9446273,South Maroota,New South Wales,Australia,Oceania
-23.8637963,-46.57337089,São Bernardo do Campo,São Paulo,Brazil,South America
-25.40863776,116.0661442,Gascoyne River,Western Australia,Australia,Oceania
-31.33470649,-66.53066027,Chepes,La Rioja,Argentina,South America
29.00232184,-110.2191565,Mazatán,Sonora,Mexico,North America
-18.21903525,142.8193927,Gilbert River,Queensland,Australia,Oceania
10.53952948,104.4689076,Kampong Trach,Kampot,Cambodia,Asia
44.26500059,15.35567969,Ražanac,Zadar,Croatia,Europe
-13.29798979,-46.97960408,Monte Alegre de Goiás,Goiás,Brazil,South America
60.82820775,29.71278722,Вуоксела,Leningrad,Russia,Asia
7.951989741,81.43253921,,,Sri Lanka,Asia
53.49444677,-8.434750588,Killian,County Galway,Ireland,Europe
-9.672932704,-65.85148598,Porto Velho,Rondônia,Brazil,South America
-20.53737338,-56.90073669,Bodoquena,Mato Grosso do Sul,Brazil,South America
64.02735514,30.07070976,Kuhmo,Kainuu,Finland,Europe
-19.28250559,140.4457458,Four Ways,Queensland,Australia,Oceania
-35.87548585,-60.94053415,12 de Octubre,Buenos Aires Province,Argentina,South America
39.18571511,29.1479644,Hisarcik,Kütahya,Türkiye,Asia
46.13849576,113.3807756,Khalzan,Sükhbaatar,Mongolia,Asia
0.985515246,97.61830496,Nias Selatan,North Sumatra,Indonesia,Asia
12.41847914,8.169059852,Kunchi,Kano,Nigeria,Africa
-46.23073426,-68.81626413,Las Heras,Santa Cruz,Argentina,South America
-27.38813296,146.9101552,Boatman,Queensland,Australia,Oceania
41.87765567,27.94114817,Igneada,Kırklareli,Türkiye,Asia
35.69284769,10.38182883,,,Tunisia,Africa
52.76539326,20.22698962,Dramin,Masovian Voivodeship,Poland,Europe
-23.68229369,147.0195413,Alpha,Queensland,Australia,Oceania
-1.292207025,-60.4056524,Presidente Figueiredo,Amazonas,Brazil,South America
-16.49507637,144.9628522,Desailly,Queensland,Australia,Oceania
-14.30410897,-56.46358092,Diamantino,Mato Grosso,Brazil,South America
10.19056608,5.930232765,Mariga,Niger,Nigeria,Africa
-18.62877243,-51.29504147,Caçu,Goiás,Brazil,South America
-24.85759021,139.6453654,Bedourie,Queensland,Australia,Oceania
-22.75661573,115.1471414,Yannarie,Western Australia,Australia,Oceania
5.130033923,-75.94865946,Apía,Risaralda,Colombia,South America
-10.57300067,-37.71406042,Pinhão,Sergipe,Brazil,South America
47.81258681,26.17023555,Șerbăuți,Suceava,Romania,Europe
-24.85695051,114.5299128,Inggarda,Western Australia,Australia,Oceania
-20.34494598,134.2360149,Warumungu,Northern Territory,Australia,Oceania
-23.0008488,134.4376767,Hart,Northern Territory,Australia,Oceania
55.89034896,14.14986583,Everöd,Skåne,Sweden,Europe
37.61518926,29.27224058,Serinhisar,Denizli,Türkiye,Asia
-18.16778653,-39.91847132,Mucuri,Bahia,Brazil,South America
-10.87077547,-68.35298693,Xapuri,Acre,Brazil,South America
-9.80707536,-44.06275679,Morro Cabeça No Tempo,Piauí,Brazil,South America
-2.741088746,-47.39953453,Ipixuna do Pará,Pará,Brazil,South America
-1.118277246,115.6832611,Barito Utara,Central Kalimantan,Indonesia,Asia
-30.71727286,-53.93261258,Lavras do Sul,Rio Grande do Sul,Brazil,South America
15.51206954,104.8798322,Lao Suea Kok,Ubon Ratchathani,Thailand,Asia
56.27483017,27.79291424,Rundēni,Ludza,Latvia,Europe
53.28830466,102.8430294,Забитуй,Irkutsk,Russia,Asia
46.89492177,102.7673383,Khujit,Övörkhangai,Mongolia,Asia
50.3622788,17.83832055,Mochów,Opole Voivodeship,Poland,Europe
-26.08540085,-60.55069577,Juan José Castelli,Chaco,Argentina,South America
-34.06327696,146.5897302,Barellan,New South Wales,Australia,Oceania
-30.98089989,30.00664646,Lugwijini,Eastern Cape,South Africa,Africa
52.74584061,-2.329610266,Newport,England,United Kingdom,Europe
-0.172883196,35.23043487,,,Kenya,Africa
-28.8963251,23.10626703,Siyancuma NU,Northern Cape,South Africa,Africa
62.72450484,124.463514,Илбенге,Sakha,Russia,Asia
3.317774028,35.76358827,Kang'Atotha,Turkana,Kenya,Africa
-0.846254642,-47.10929069,São João de Pirabas,Pará,Brazil,South America
6.579095587,-1.663939871,Kumasi,Ashanti,Ghana,Africa
-32.42111686,-61.83487615,Bouquet,Santa Fe,Argentina,South America
42.24107573,-2.366248561,Munilla,La Rioja,Spain,Europe
-20.98473249,55.29309947,,,,
-29.30307287,-50.33878437,São Francisco de Paula,Rio Grande do Sul,Brazil,South America
46.05287057,26.7380983,Câmpuri,Vrancea,Romania,Europe
-32.12124074,141.8207449,Broken Hill,New South Wales,Australia,Oceania
11.75747055,12.22736854,Kaga,Borno,Nigeria,Africa
-24.08656004,-52.66114005,Farol,Paraná,Brazil,South America
41.99803649,33.53529068,Doganyurt,Kastamonu,Türkiye,Asia
23.58403683,-99.24110062,Victoria,Tamaulipas,Mexico,North America
35.314464,139.9464736,君津市,Chiba,Japan,Asia
47.67876997,40.98624989,Хрящевский,Rostov,Russia,Asia
63.07544149,113.5200487,Светлый,Sakha,Russia,Asia
-21.07021776,-63.38955028,Villa Montes,Tarija,Bolivia,South America
-17.18019815,-62.56218308,Cuatro Cañadas,Santa Cruz,Bolivia,South America
-23.42830879,-51.80544932,Sarandi,Paraná,Brazil,South America
-32.01098951,122.8015153,Fraser Range,Western Australia,Australia,Oceania
41.57563263,26.54484427,Nea Vyssa,East Macedonia and Thrace,Greece,Europe
15.56559181,-91.85348294,La Democracia,Huehuetenango,Guatemala,North America
16.5612009,102.8415198,Mueang Khon Kaen,Khon Kaen,Thailand,Asia
-18.08082486,-70.19627587,Coronel Gregorio Albarracín Lanchipa,Tacna,Peru,South America
-36.10655233,-59.92139346,General Alvear,Buenos Aires Province,Argentina,South America
3.754548945,-73.15527295,Puerto López,Meta,Colombia,South America
1.361419462,-76.51682633,Santa Rosa,Cauca,Colombia,South America
48.39484186,17.43928822,Dlhá,Trnava,Slovakia,Europe
57.49936981,80.8468379,Парбиг,Tomsk,Russia,Asia
49.51133129,95.26034877,Zuunkhangai,Uvs,Mongolia,Asia
25.88096013,-99.90977845,Doctor González,Nuevo León,Mexico,North America
-17.85337974,139.3754332,Nicholson,Queensland,Australia,Oceania
-28.12464664,16.89144069,Sendelingsdrif,Northern Cape,South Africa,Africa
15.48241275,-12.96981592,,,Senegal,Africa
-25.33928211,142.3911224,Windorah,Queensland,Australia,Oceania
68.24848406,25.84483478,Pokka,Lapland,Finland,Europe
-36.83529587,-59.57508648,Azul,Buenos Aires Province,Argentina,South America
-34.16492249,146.877675,Ardlethan,New South Wales,Australia,Oceania
-22.02226586,-50.78200248,Rancharia,São Paulo,Brazil,South America
8.659780837,10.79642626,Gassol,Taraba,Nigeria,Africa
39.03221057,34.58570599,Hacibektas,Nevşehir,Türkiye,Asia
65.65527286,-19.58141611,Sauðárkrókur,Northwestern Region,Iceland,Europe
-6.964457576,-37.14266168,São Mamede,Paraíba,Brazil,South America
-37.90636041,-63.70091843,Bernasconi,La Pampa,Argentina,South America
-22.70821861,27.05669351,Palapye,Central,Botswana,Africa
-1.849983444,38.21265776,Mutomo,Kitui,Kenya,Africa
45.37504211,114.3830431,Dariganga,Sükhbaatar,Mongolia,Asia
51.67164157,108.4130561,Заиграево,Buryatia,Russia,Asia
-23.14354095,21.03914792,Chobokwane,Ghanzi,Botswana,Africa
52.23110143,60.70585316,Атамановский,Chelyabinsk,Russia,Asia
12.68635546,-14.93854548,,,Senegal,Africa
-16.73791204,135.1268334,McArthur,Northern Territory,Australia,Oceania
-32.89453101,27.65949877,Buffalo City NU,Eastern Cape,South Africa,Africa
-17.86452659,-51.56634167,Jataí,Goiás,Brazil,South America
22.97389741,-99.61541129,Tula,Tamaulipas,Mexico,North America
13.26038937,75.72200992,Chikkamagaluru,Karnataka,India,Asia
63.50850478,22.74852322,Kovjoki,Ostrobothnia,Finland,Europe
-6.909149233,-76.57206536,San Pablo,San Martín,Peru,South America
-33.73246569,-60.4313582,Acevedo,Buenos Aires Province,Argentina,South America
-18.66952089,-63.24122618,Cabezas,Santa Cruz,Bolivia,South America
-9.868496426,-39.9939785,Jaguarari,Bahia,Brazil,South America
21.13965385,-98.58545649,San Felipe Orizatlán,Hidalgo,Mexico,North America
-29.55549472,-57.15921162,Paso de los Libres,Corrientes,Argentina,South America
-29.69034262,152.6804407,Ramornie,New South Wales,Australia,Oceania
-36.57057952,-69.82847965,Malargüe,Mendoza,Argentina,South America
-5.955239164,-38.30302671,Ererê,Ceará,Brazil,South America
64.52838045,143.5286315,Усть-Нера,Sakha,Russia,Asia
51.02546261,33.73879703,,,Ukraine,Europe
-25.20773756,131.1770351,Petermann,Northern Territory,Australia,Oceania
67.01881792,79.09449715,Тазовский,Yamalo-Nenets Autonomous Okrug,Russia,Asia
44.72994364,27.44458872,Scânteia,Ialomița,Romania,Europe
-29.98048465,-61.85449795,Hersilia,Santa Fe,Argentina,South America
47.46349528,118.7213378,Khalkhgol,Dornod,Mongolia,Asia
24.93973355,82.17840236,Koraon,Uttar Pradesh,India,Asia
-46.68818129,-73.84925107,Aysén,Aysén,Chile,South America
-17.58220885,-49.07752854,Morrinhos,Goiás,Brazil,South America
2.011150903,-61.47225014,Iracema,Roraima,Brazil,South America
-27.25395101,-62.11955539,El Bravo,Santiago del Estero,Argentina,South America
-30.46652274,20.49428319,Brandvlei,Northern Cape,South Africa,Africa
47.68251345,116.4801552,Matad,Dornod,Mongolia,Asia
66.25164957,68.58712601,Аксарка,Yamalo-Nenets Autonomous Okrug,Russia,Asia
13.30553731,-11.64664553,,,Senegal,Africa
-27.63961141,151.2824312,Condamine Plains,Queensland,Australia,Oceania
56.39087501,26.77243865,Riebiņi,Preiļi,Latvia,Europe
9.105612071,11.49134566,Lau,Taraba,Nigeria,Africa
-23.33334667,-52.50672619,São Carlos do Ivaí,Paraná,Brazil,South America
-16.24709869,168.1364469,,,Vanuatu,Oceania
-10.75177868,-41.26904803,Ourolândia,Bahia,Brazil,South America
-1.276854893,36.61164499,Nachu,Kiambu,Kenya,Africa
38.0260032,32.87486501,Karatay,Konya,Türkiye,Asia
19.34942986,99.27714539,Phrao,Chiang Mai,Thailand,Asia
-23.99779445,24.02704074,Dutlwe,Kweneng,Botswana,Africa
-9.307501201,-39.07375692,Chorrochó,Bahia,Brazil,South America
39.47760966,31.5934988,Sivrihisar,Eskişehir,Türkiye,Asia
-26.57721976,133.2502832,De Rose Hill,South Australia,Australia,Oceania
30.77038512,35.75322155,اتتافيلا,Tafilah,Jordan,Asia
-32.68106656,-68.33884763,Ingeniero Gustavo André,Mendoza,Argentina,South America
16.93498242,80.29027772,Vatsavai,Andhra Pradesh,India,Asia
11.75429008,76.80851283,Chamarajanagar,Karnataka,India,Asia
-33.74618712,-66.64040156,Beazley,San Luis,Argentina,South America
64.5317215,19.35698097,Åmsele,Västerbotten,Sweden,Europe
7.997014105,79.94760392,,,Sri Lanka,Asia
-13.58807561,-54.25059798,Paranatinga,Mato Grosso,Brazil,South America
47.22272845,18.465335,Székesfehérvár,Fejér,Hungary,Europe
23.99617975,81.3742343,Beohari,Madhya Pradesh,India,Asia
57.38553797,74.70927002,Васисс,Omsk,Russia,Asia
3.995487158,33.76456818,,,Uganda,Africa
40.98308056,42.89708703,Ardahan,Ardahan,Türkiye,Asia
63.07379726,113.5274892,Светлый,Sakha,Russia,Asia
63.28249396,29.16018167,Juuka,North Karelia,Finland,Europe
-9.930230158,-45.33147366,Gilbués,Piauí,Brazil,South America
-22.9986964,134.3401074,Hart,Northern Territory,Australia,Oceania
-19.78780645,142.9112955,Saxby,Queensland,Australia,Oceania
-41.64803201,-65.62463677,Sierra Grande,Río Negro,Argentina,South America
20.08839222,-104.4097803,Ayutla,Jalisco,Mexico,North America
-26.59072411,144.4127376,Quilpie,Queensland,Australia,Oceania
-2.039800257,-47.63308436,Aurora do Pará,Pará,Brazil,South America
-30.93240844,148.0156513,Quambone,New South Wales,Australia,Oceania
47.77765217,18.01296323,Komárno,Nitra,Slovakia,Europe
-33.80090754,121.7839967,Monjingup,Western Australia,Australia,Oceania
-43.19624294,-66.03954733,Dolavon,Chubut,Argentina,South America
-23.23479305,20.26241954,Ncojane,Ghanzi,Botswana,Africa
-14.54911657,-52.8218244,Campinápolis,Mato Grosso,Brazil,South America
-26.474863,147.9543366,Mitchell,Queensland,Australia,Oceania
47.3987066,34.86594785,,,Ukraine,Europe
13.39092368,-11.6412023,Saienssoutou,Kedougou,Senegal,Africa
-11.51212651,-45.62601185,Riachão das Neves,Bahia,Brazil,South America
54.4495086,113.5995467,Багдарин,Buryatia,Russia,Asia
-22.61505178,27.33641199,Malaka,Central,Botswana,Africa
42.92855625,75.01314889,,,Kyrgyzstan,Asia
40.20701633,40.99227064,Aziziye,Erzurum,Türkiye,Asia
-16.0440459,-69.82403875,Acora,Puno,Peru,South America
-9.646316863,-65.59988284,Porto Velho,Rondônia,Brazil,South America
26.35633071,73.66639085,Pipar Shahar,Rajasthan,India,Asia
-23.69254978,21.53525805,Monong,Kgalagadi,Botswana,Africa
-18.22942902,-52.63672543,Chapadão do Céu,Goiás,Brazil,South America
66.5219056,66.5891915,Салехард,Yamalo-Nenets Autonomous Okrug,Russia,Asia
-22.21348534,-48.72629893,Itapuí,São Paulo,Brazil,South America
-27.7282496,-51.06130676,Anita Garibaldi,Santa Catarina,Brazil,South America
-9.717466106,-62.90084982,Rio Crespo,Rondônia,Brazil,South America
61.00252998,71.88047767,Пойковский,Khanty-Mansi Autonomous Okrug,Russia,Asia
8.78453281,3.6359596,Saki East,Oyo,Nigeria,Africa
-29.37790973,-64.99938433,Recreo,Catamarca,Argentina,South America
-26.19061447,150.0171789,Wandoan,Queensland,Australia,Oceania
-14.10727094,143.2133257,Yarraden,Queensland,Australia,Oceania
-22.03007995,-57.20223671,Caracol,Mato Grosso do Sul,Brazil,South America
-21.01970837,-43.34040004,Alto Rio Doce,Minas Gerais,Brazil,South America
-20.37334136,-55.85141635,Aquidauana,Mato Grosso do Sul,Brazil,South America
-9.559316176,-39.10421397,Chorrochó,Bahia,Brazil,South America
-32.09112344,-55.75237193,Tacuarembó,Tacuarembó,Uruguay,South America
-25.22367637,-59.82104426,Ibarreta,Formosa,Argentina,South America
41.70063628,33.71604915,Küre,Kastamonu,Türkiye,Asia
52.42094478,59.0639369,Богдановское,Chelyabinsk,Russia,Asia
-33.26276067,150.6654045,Colo Heights,New South Wales,Australia,Oceania
59.44861103,62.3447832,Гари,Sverdlovsk,Russia,Asia
65.03419802,26.44097482,Ylikiiminki,Northern Ostrobothnia,Finland,Europe
-38.8951021,-61.61440456,Pehuen Co,Buenos Aires Province,Argentina,South America
-21.71318753,-57.66975252,Porto Murtinho,Mato Grosso do Sul,Brazil,South America
63.00775701,112.467396,Чернышевский,Sakha,Russia,Asia
-24.64975829,119.6058978,Kumarina,Western Australia,Australia,Oceania
-7.916955284,113.2246978,Lumajang,East Java,Indonesia,Asia
-8.592946595,-69.81119422,Feijó,Acre,Brazil,South America
-9.362716035,-45.47297023,Santa Filomena,Piauí,Brazil,South America
-33.18608746,-66.58168938,San Luis,San Luis,Argentina,South America
22.16359949,-99.10263865,Ciudad Valles,San Luis Potosí,Mexico,North America
-22.43494737,-43.43814115,Paty do Alferes,Rio de Janeiro,Brazil,South America
-33.73553584,-63.49271278,Huanchilla,Córdoba,Argentina,South America
55.42804699,-3.981939827,Sanquhar,Scotland,United Kingdom,Europe
-28.16263081,-51.67712706,Lagoa Vermelha,Rio Grande do Sul,Brazil,South America
11.73698681,12.18757807,Damaturu,Yobe,Nigeria,Africa
47.67006427,20.36409299,Erdőtelek,Heves,Hungary,Europe
-34.3249294,-65.32759308,Justo Daract,San Luis,Argentina,South America
-16.42245958,-71.08575829,San Juan De Tarucani,Arequipa,Peru,South America
-3.672280224,103.0581494,Empat Lawang,South Sumatra,Indonesia,Asia
12.40857221,102.6459555,Bo Rai,Trat,Thailand,Asia
-29.2202958,152.6042431,Baryulgil,New South Wales,Australia,Oceania
-33.80711823,-61.33805482,Hughes,Santa Fe,Argentina,South America
-3.166796293,39.64802463,Adu,Kilifi,Kenya,Africa
18.2433279,99.76300936,Mae Mo,Lampang,Thailand,Asia
-29.80013899,-50.76200549,Glorinha,Rio Grande do Sul,Brazil,South America
-8.006578835,-39.78499541,Parnamirim,Pernambuco,Brazil,South America
-10.21470128,-44.61513982,Parnaguá,Piauí,Brazil,South America
13.70618822,99.73959444,Photharam,Ratchaburi,Thailand,Asia
-12.90086832,-56.44819546,Lucas do Rio Verde,Mato Grosso,Brazil,South America
-31.43753966,-65.10443294,Ambul,Córdoba,Argentina,South America
-50.21529924,-72.99171397,Comandante Luis Piedrabuena,Santa Cruz,Argentina,South America
-9.630782008,-42.62435971,Remanso,Bahia,Brazil,South America
-31.90260946,-57.26672525,Paysandú,Paysandú,Uruguay,South America
-23.56680403,28.76511321,Mogalakwena NU,Limpopo,South Africa,Africa
38.69723364,31.07144599,Bolvadin,Afyonkarahisar,Türkiye,Asia
38.09832845,14.74695553,Mirto,Messina,Italy,Europe
16.30348582,79.93657647,Rompicherla,Andhra Pradesh,India,Asia
-22.48482918,-48.9408693,Agudos,São Paulo,Brazil,South America
-35.98660151,-59.04867967,Vilela,Buenos Aires Province,Argentina,South America
-40.40858828,-65.02816081,General Conesa,Río Negro,Argentina,South America
5.637286671,-0.620550528,,,Ghana,Africa
-1.833445063,37.535177,Wote,Makueni,Kenya,Africa
-36.93081834,-69.79068017,Barrancas,Neuquén,Argentina,South America
-6.342428486,-49.79541793,Canaã dos Carajás,Pará,Brazil,South America
-30.7282809,-53.21016653,Santana da Boa Vista,Rio Grande do Sul,Brazil,South America
-6.87601037,-35.02067317,Rio Tinto,Paraíba,Brazil,South America
25.98958444,-100.2955202,Salinas Victoria,Nuevo León,Mexico,North America
28.93180965,-114.1610405,San Quintín,Baja California,Mexico,North America
9.208476354,5.724843561,Lavun,Niger,Nigeria,Africa
63.02790635,112.4803854,Чернышевский,Sakha,Russia,Asia
-18.19697736,-45.21847114,Três Marias,Minas Gerais,Brazil,South America
-8.383991491,-70.20060615,Feijó,Acre,Brazil,South America
-4.94202355,-42.33169725,Altos,Piauí,Brazil,South America
1.00062886,-76.56723453,Villagarzón,Putumayo,Colombia,South America
37.01529186,28.52393711,Ula,Muğla,Türkiye,Asia
2.604983555,112.6089663,Sibu,Sarawak,Malaysia,Asia
-27.83710264,120.7184112,Leinster,Western Australia,Australia,Oceania
-31.85858712,147.1473418,Buddabadah,New South Wales,Australia,Oceania
12.98438572,105.1820706,Sandan,Kampong Thom,Cambodia,Asia
-30.91230489,23.27472925,Emthanjeni NU,Northern Cape,South Africa,Africa
-40.97381304,-65.40066435,San Antonio Oeste,Río Negro,Argentina,South America
50.39361692,103.8562224,Хамней,Buryatia,Russia,Asia
4.609842353,-60.24581204,Uiramutã,Roraima,Brazil,South America
-30.51055255,135.345846,Bon Bon,South Australia,Australia,Oceania
-15.98595143,-56.91704874,Poconé,Mato Grosso,Brazil,South America
-26.40093506,-52.60616789,Mariópolis,Paraná,Brazil,South America
-35.02638295,-63.4064885,Bernardo Larroude,La Pampa,Argentina,South America
-13.40718776,-49.09004936,Porangatu,Goiás,Brazil,South America
6.447015249,6.342963521,Esan South East,Edo,Nigeria,Africa
59.60530716,65.90255515,Устье Аха,Khanty-Mansi Autonomous Okrug,Russia,Asia
-33.67050297,-55.99560039,Florida,Florida,Uruguay,South America
3.123574991,39.25203761,Golbo,Marsabit,Kenya,Africa
-21.37972002,27.39028182,Shashe,Central,Botswana,Africa
68.44263193,24.0188027,Vuontisjärvi,Lapland,Finland,Europe
-31.00758339,144.4717007,Tilpa,New South Wales,Australia,Oceania
63.25021103,129.4758899,Булус,Sakha,Russia,Asia
44.14220613,28.50663973,Valu lui Traian,Constanța,Romania,Europe
57.38825837,63.7501205,Байкалово,Sverdlovsk,Russia,Asia
49.3063987,33.04233131,,,Ukraine,Europe
-24.89832188,133.1959687,Ghan,Northern Territory,Australia,Oceania
7.159208032,126.1553141,Banaybanay,Davao Oriental,Philippines,Asia
12.60193184,5.877996118,Bakura,Zamfara,Nigeria,Africa
39.62240178,140.407036,大仙市,Akita,Japan,Asia
66.25413416,20.34458785,Harads,Norrbotten,Sweden,Europe
-3.208340297,-48.96829046,Moju,Pará,Brazil,South America
-51.76636169,-71.74859159,Rio Turbio,Santa Cruz,Argentina,South America
0.459047718,101.9499025,Pelalawan,Riau,Indonesia,Asia
-7.092543184,-63.11111567,Humaitá,Amazonas,Brazil,South America
-0.891813198,-80.40051116,Rocafuerte,Manabí,Ecuador,South America
-19.73718803,-48.55579894,Campo Florido,Minas Gerais,Brazil,South America
41.6513105,13.59564447,Arpino,Frosinone,Italy,Europe
5.406627082,117.9524529,Kota Kinabatangan,Sabah,Malaysia,Asia
-39.91740093,-66.851405,Ministro Ramos Mexía,Río Negro,Argentina,South America
9.3167998,12.49451867,Girei,Adamawa,Nigeria,Africa
-22.17016849,-50.70615508,Quatá,São Paulo,Brazil,South America
0.34455131,120.2393422,Parigi Moutong,Central Sulawesi,Indonesia,Asia
20.88694435,-98.89645231,Tlahuiltepa,Hidalgo,Mexico,North America
40.74150356,-0.400025448,Castellote,Teruel,Spain,Europe
14.42789676,-3.325962046,,,Mali,Africa
-48.67287678,-70.73351861,Gobernador Gregores,Santa Cruz,Argentina,South America
65.78097231,45.03256739,Бычье,Arkhangelsk,Russia,Asia
0.439724353,35.4726728,Kaptagat,Elgeyo-Marakwet,Kenya,Africa
-40.45328613,-66.83630473,Ministro Ramos Mexía,Río Negro,Argentina,South America
-31.72252303,-60.55203779,Paraná,Entre Ríos,Argentina,South America
-23.95461746,119.7682031,Capricorn,Western Australia,Australia,Oceania
51.99629986,33.14514577,,,Ukraine,Europe
47.87510849,117.8838992,Khalkhgol,Dornod,Mongolia,Asia
15.39707578,-15.21663406,Thylla,Louga,Senegal,Africa
-30.73182901,144.8117642,Louth,New South Wales,Australia,Oceania
7.610497846,-74.79726444,El Bagre,Antioquia,Colombia,South America
64.10021298,32.95217625,Ругозеро,Karelia,Russia,Asia
13.31068287,-11.64525987,,,Senegal,Africa
15.03692523,76.2346106,Hagaribommanahalli,Karnataka,India,Asia
-24.79270773,-60.45967448,Las Lomitas,Formosa,Argentina,South America
16.32413505,-16.04574897,,,Senegal,Africa
63.36979142,28.30720313,Kangaslahti,Northern Savonia,Finland,Europe
-35.22927623,-69.6635354,Malargüe,Mendoza,Argentina,South America
-22.70861416,116.3850132,Nanutarra,Western Australia,Australia,Oceania
-1.079353828,115.1020815,Barito Utara,Central Kalimantan,Indonesia,Asia
66.59713396,21.27902858,Nattavaara,Norrbotten,Sweden,Europe
46.91432727,22.01247623,Hidișelu de Sus,Bihor,Romania,Europe
17.9918224,-92.31701624,Jonuta,Tabasco,Mexico,North America
68.23737103,-52.84956014,,,Greenland,North America
49.37966428,24.61071161,Вербилівці,Ivano-Frankivsk Oblast,Ukraine,Europe
47.55372009,23.94230424,Cupșeni,Maramureș,Romania,Europe
-14.62899268,-42.69806307,Urandi,Bahia,Brazil,South America
-9.527263183,-54.86107188,Guarantã do Norte,Mato Grosso,Brazil,South America
37.53331047,36.40803156,Andirin,Kahramanmaraş,Türkiye,Asia
-18.14142706,-54.68663516,Coxim,Mato Grosso do Sul,Brazil,South America
-8.298810727,-35.85489183,Caruaru,Pernambuco,Brazil,South America
5.048427231,-2.47783173,,,Ghana,Africa
-23.95517306,23.89358554,Tswaane,Kweneng,Botswana,Africa
-16.6379356,134.8678864,Pamayu,Northern Territory,Australia,Oceania
-11.69700883,-76.57457718,Laraos,Lima,Peru,South America
-36.50513425,148.8855793,Dalgety,New South Wales,Australia,Oceania
57.98303808,29.79364621,Пески,Pskov,Russia,Asia
-34.5950994,-59.89805461,Tres Sargentos,Buenos Aires Province,Argentina,South America
-27.29658851,27.71699925,Ngwathe NU,Free State,South Africa,Africa
-8.817948185,-67.06636857,Lábrea,Amazonas,Brazil,South America
-13.00800327,142.4791658,Archer River,Queensland,Australia,Oceania
36.3465892,30.43975071,Kumluca,Antalya,Türkiye,Asia
-24.13193755,143.4774801,Stonehenge,Queensland,Australia,Oceania
-13.2138356,-41.0699434,Itaeté,Bahia,Brazil,South America
13.57377771,78.77780922,Somala,Andhra Pradesh,India,Asia
-22.83033477,31.23382243,Kruger National Park,Limpopo,South Africa,Africa
-21.51551173,-57.35408675,Porto Murtinho,Mato Grosso do Sul,Brazil,South America
16.28962186,-0.044627024,,,Mali,Africa
-23.15618033,113.7677135,Lyndon,Western Australia,Australia,Oceania
-32.07679267,-54.69422211,Hospital,Rivera,Uruguay,South America
5.028870311,-74.04150885,Zipaquirá,Cundinamarca,Colombia,South America
-3.781852177,-41.82391351,São José do Divino,Piauí,Brazil,South America
53.58468815,-1.021151936,Doncaster,England,United Kingdom,Europe
14.65377863,98.55628046,Thong Pha Phum,Kanchanaburi,Thailand,Asia
-30.93533162,144.4150229,Tilpa,New South Wales,Australia,Oceania
58.0769665,57.76755141,Лысьва,Perm Krai,Russia,Asia
27.93905106,77.94713045,Gabhana,Uttar Pradesh,India,Asia
-19.74189883,-42.17394826,Caratinga,Minas Gerais,Brazil,South America
46.60576447,13.29087812,Hermagor-Pressegger See,Carinthia,Austria,Europe
39.73363849,32.80870693,Gölbasi,Ankara,Türkiye,Asia
-9.041601505,-44.38411378,Bom Jesus,Piauí,Brazil,South America
65.87583903,75.01565694,Пангоды,Yamalo-Nenets Autonomous Okrug,Russia,Asia
-37.20253863,-63.43702442,Rolón,La Pampa,Argentina,South America
27.0246566,-109.8508663,Etchojoa,Sonora,Mexico,North America
